filtervalid,filteryes,0_Agrees_contact_Future,0_agrees_mention_name_report,0_enum_gender,0_settlement_location,0_Village_location,0_has_email,1_Gender,2_Age,3_settlement_lives_in,4_years_in_settlement,4_months_settlement,5-HH_head,6_relation_HHH,7_highest_level_educ,8_primary_source_income,8_Other_sources,9_income_range,10_HH_size,11_Displacement_status,12_Urban_1_rural₀,13_disability,14_Specify_disability,15_how discoverd_IMC_activities,16_others_sources,16_location_easy_to_find,16_explanation,17_felt_safe,17_explanation_text,18_pay_for_services,18_who_to_pay,19_accessed_WGFS,20_times_attended,21_how_far_travel_to_WGFS,22_interaction_with_HLSS,22_Other,23_staff_professional,24_Received_treatment,25_referred_to_otherplace_ifnecessary,26_referred_where_text,27_how_satisfied_with_service,27_explanations_text,28_recommend_to_friend,28_explanation,29_improvement_suggestions_text,30_wife_can_be_blamed_for_beeing_beaten,31_Husband_should_beat_to_discipline,32_give_opportunity_for_sex,33_rape_solved_comunity,34_treatments_girl_raped_text,35_how_fast_HIV_prev,36_girl_raped_must_marry_man,37_women_moving_after_dark_blame_rape,38_understandable_man_rape_beautiful_woman,39_her_fault_if_beautiful,40_OK_force_sex_wife,41_OK_force_sex_wife_sick,42_no_big_deal_sex_message_uninvited,43_no_big_deal_touch_uninvited,44_menstruation_means_ready_mariage,45_under18_marrige_OK_if_parents_OK,46_family_to_choose_marriage,47_woman_should_have_equal_right,48_women_should_have_equal_opportunities,49_more_important_educate_boys,50_husband_wife_should_decide_together,51_participated_in_consultations,52_IMC_HLSS,52_Community_discussion,52_Walk_ins,52_Other_sensitization,52_SASA,52_EMAP,52_16_days_activism,52_intl_women_day,52_WGFS,52_other,52_spec_other,53_improvement_knowledge,54_Medical_injuries,54_medical_infection,54_prevent_STI,54_prevent_HIV,54_prevent_pregnancy,54_justice_formal,54_justice_trad,54_INGO_protection_services,54_INGO_psy_support,54_comm_psy_support,54_purification_rituals,54_Counselling,54_other,54_noresponse,54_Other_precision,55_recomm_time_seek_help,55_explanation_text,56_men_victims,57_MW_both_willing_help_GBV,58_whom_report_assistance,59_open_discussion_GBV_partner,60_open_discussion_other_women,61_community_open_impact_GBV_community,62_IMC_result_men_more_engaged_prev,62_explanation_text,63_confidence_comm_leader_can_prevent_act,64_likely_assist_another_woman,65_how_text,66_reason_no_assistance,67_men_more_likely_assist,68_WGFS_beneficial,68_explain_text,69_what_like_most_WGFS_text,70_negative_aspect_improvement_WGFS_text,71_other_recommandations_text
Valid,Yes,Yes,Yes,Male,Wau,Wau south ,No,Female,45 and above,Hai Kosti ,13,13,Yes,0,Some Primary,Participating in the income generating activity with IMC/HLSS,0,>500 SSP,7 to 10,Host community,Urban area,No,0,Outreach activities/ posters,0,Yes,I was directed by the IMC Outreach mobilizer,Yes,I normally access during day time ,No,0,Yes,Over 10 times,Below 1km/ 15 min,IGA,0,Yes,Yes,No,0,Highly satisfied,Because the services are standard,Yes,So that she get psychosocial support ,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PSTD ,Within 72 hours ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,1,0,0,0,1,1,1,1,1,1,Income generating activities and village saving and loan association ,Signiﬁcantly increased,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,Immediately,To prevent unwanted pregnancy and transmission of STDs ,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,Through EMAP and my husband is one of them,No change,Highly likely,By referring her to Women and girls friendly space ,0,Highly likely,Highly beneficial,Because it where women and girls get empowered ,The discussion about GBV ,No,I expect more centers for women and girls to be establish in case there is Similar project 
Valid,Yes,Yes,Yes,Male,Wau,Wau south ,No,Female,45-44,Hai Kosti ,5,5,Yes,0,No education,Participating in a village savings and loan association set up by IMC/HLSS,0,>500 SSP,5 to 6,Returnee IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,I was escorted by my neighbour ,Yes,We always go in group ,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,All offer for psychosocial support are given ,Yes,So that they get psychosocial support and medical assistance ,N0,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PSTD ,Immediately ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,1,0,0,0,0,0,1,1,1,0,0,Signiﬁcantly increased,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,Immediately,To prevent unwanted pregnancy and transmission of STDs ,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,The intervention of EMAP and SASA ,No change,Highly likely,By referring her to Women and girls friendly space ,0,Highly likely,Highly beneficial,"The center has supported us a lot,  with information and services ",The discussion about GBV ,No,I recommend them to establish more centers 
Valid,Yes,Yes,Yes,Male,Wau,Wau North ,No,Female,18-24,Aweil Jadid ,3,3,No,Daughter,Some secondary,Casual work,0,301-500 SSP,5 to 6,Returnee IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,Since when we were in POC ,Yes,It was in our Zone and block ,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Because of it quality,Yes,So that they get psychosocial support too,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PSTD ,Immediately ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,1,0,0,0,1,1,1,1,1,0,0,Signiﬁcantly increased,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,Immediately,"To prevent unwanted pregnancy and transmission of STDS,  and to treat injuries ",Yes,More willing,WGFS,Very open,Very open,Very open,Agree,Men were engaged in SASA and EMAP activities ,No change,Highly likely,By referring her to Women and girls friendly space ,0,Highly likely,Highly beneficial,Now I know where to report GBV cases ,I gained more knowledge in GBV through the center,No,I recommend them to continue doing their best in ending violence against women and girls 
Valid,Yes,Yes,Yes,Male,Wau,Wau North ,No,Female,45-44,Aweil Jadid ,3,3,Yes,0,Some secondary,Casual work,0,301-500 SSP,5 to 6,Returnee IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,I was directed by IMC GBV Outreach ,Yes,It was located in POC ,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Because they are giving quality services ,Yes,So that they get psychosocial support ,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PSTD ,Wihin 72hours ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,1,0,0,0,1,1,1,1,1,0,0,Signiﬁcantly increased,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,Immediately,To prevent unwanted pregnancy and transmission of STDs ,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,Thought EMAP activities ,No change,Highly likely,By referring her to Women and girls friendly space ,0,Highly likely,Highly beneficial,Because it where women and girls get empowered ,The discussion about GBV ,No,I recommend them to establish more centers for women and girls 
Valid,Yes,Yes,Yes,Male,Wau,Wau south ,No,Female,18-24,Mutamedia ,4,4,No,Daughter,Some secondary,Farming,0,101-300 SSP,5 to 6,Returnee IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,The location is well known,Yes,Because I always access during day time ,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Because the services are standard and available without any discrimination ,Yes,To get medical support and psychosocial support ,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PSTD ,Within 72 hours ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,1,0,0,0,1,1,1,1,1,0,0,Signiﬁcantly increased,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,Immediately,To prevent unwanted pregnancy and transmission of STDs ,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,Where through EMAP discussion groups ,Highly confident,Highly likely,By telling her more about of the services available for survivors at women and girls friendly space ,0,Highly likely,Highly beneficial,Because most women and girls who access the center got empowered ,The education sessions about GBV related topics make it very unique,No,"Just appreciation and may they continue with GBV prevention,  because since the crisis they have been our light"
Valid,Yes,Yes,Yes,Male,Wau,Wau south ,No,Female,18-24,Nazereth ,3,9,No,Daughter,Some secondary,Farming,0,301-500 SSP,5 to 6,Returnee IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,I was in cathedral ,Yes,Normally during day time ,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,They are highly good,Yes,By directing her to Women and girls friendly space ,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PSTD pills ,Within 72 hours ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,1,0,0,0,1,1,1,1,1,0,0,Signiﬁcantly increased,1,1,1,1,1,1,0,0,1,0,1,1,0,0,0,Immediately,To avoid transmission of STDs ,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,They were involved in SASA and focus groups discussion ,Highly confident,Highly likely,By referring her to Women and girls friendly space ,0,Highly likely,Highly beneficial,Because it has empowered us and make us strong ,The discussion about GBV related topics ,No,Yes. We need more services and centers of GBV survivors both in wau town and nearby villages of Wau town 
Valid,Yes,Yes,Yes,Male,Wau,Wau south ,No,Female,25-34,Hai Gezira,2,4,Yes,0,No education,Casual work,0,301-500 SSP,5 to 6,Returnee IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,I was directed by Outreach team ,Yes,We normally go in groups ,No,0,Yes,Over 10 times,1 to 5Km / 30-45 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Because I have received quality services ,Yes,So that they go empowered too,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PSTD ,Within 72 hours ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,1,0,0,0,1,1,1,1,1,0,0,Signiﬁcantly increased,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,Immediately,To avoid transmission of STDs ,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,They were involved EMAP activities ,Highly confident,Highly likely,By referring her to Women and girls friendly space ,0,Highly likely,Highly beneficial,It was in gained more knowledge about GBV and women right ,The discussion about GBV and women rights made it very beneficial to me,No,Demanding for continuation of such a wonderful services 
Valid,Yes,Yes,Yes,Male,Wau,Wau South,No,Female,45 and above,Hai Kosti ,4,9,Yes,0,Some Primary,Casual work,0,301-500 SSP,5 to 6,Host community,Urban area,No,0,Outreach activities/ posters,0,Yes,Because it is located in my residential area,Yes,It is near my home,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Because they offered quality services ,Yes,By telling her more about the center for women and girls ,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PSTD ,Immediately ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,1,0,0,0,0,0,1,1,1,0,0,Signiﬁcantly increased,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,Immediately,Because I received more information about GBV ,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,They were engaged in SASA and EMAP activities ,No change,Highly likely,By telling her more about the center of women and girls friendly space ,0,Highly likely,Highly beneficial,Because I got empowered really,The discussion about GBV ,No,We need more services of survivors and also more centers for women and girls to be establish 
Valid,Yes,Yes,Yes,Male,Wau,Wau south ,No,Female,25-34,Hai Kosti ,4,2,Yes,0,Some secondary,Participating in a village savings and loan association set up by IMC/HLSS,0,>500 SSP,5 to 6,Returnee IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,It is established near my homestead ,Yes,Because it is near me,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Because it has benefitted my household,Yes,By directing them to Women and girls friendly space ,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PSTD ,Within 72 hours ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,1,0,0,0,0,0,0,0,1,1,IGA and VSLA activities ,Signiﬁcantly increased,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,Immediately,To avoid transmission of STDs ,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,Through EMAP activities and focus group discussion ,No change,Highly likely,By referring her to Women and girls friendly space ,0,Highly likely,Highly beneficial,Because I got empowered at the center,The education sessions about GBV and discussion about women rights ,No,No more comments but need for more centers for women for women and girls 
Valid,Yes,Yes,Yes,Male,Wau,Wau North ,No,Female,45-44,Naivasha ,5,8,Yes,0,Some Primary,Participating in a village savings and loan association set up by IMC/HLSS,0,301-500 SSP,5 to 6,IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,Because I was directed by Outreach team ,Yes,Because it is established in POC AA Wau,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Because they were given without discrimination ,Yes,So that they get services for survivors and medical assistance ,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PSTD ,Immediately ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,1,0,1,1,1,0,0,Signiﬁcantly increased,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Immediately,To avoid transmission of STDs and prevent unwanted pregnancy,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,They were involved in other prevention activities like EMAP and SASA ,No change,Highly likely,By referring her to Women and girls friendly space ,0,Highly likely,Highly beneficial,"Because I received more information about GBV,  causes, effects and mean of addressing it problems ",The discussion about GBV ,No,We need more services for survivors like sawing machine at the center
Valid,Yes,Yes,Yes,Male,Wau,Wau North ,No,Female,45-44,Naivasha ,4,8,Yes,0,No education,Petty business,0,301-500 SSP,5 to 6,IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,Because I was escorted by my neighbour ,Yes,We normally access together with my neighbour ,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Because they serve survivors equally without any discrimination ,Yes,By telling her more about the information I received from women and girls friendly space ,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PSTD ,Immediately ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,1,0,1,1,1,0,0,Signiﬁcantly increased,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,Immediately,To prevent unwanted pregnancy and transmission of STDs ,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,They were involved in SASA and EMAP activities plus focus groups discussion ,No change,Highly likely,By referring her to Women and girls friendly space ,0,Highly likely,Highly beneficial,Because I received more information about GBV related topics ,The discussion about GBV ,No ,We really need GBV prevention activities in our community 
Valid,Yes,Yes,Yes,Male,Wau,Wau North ,No,Female,45-44,Naivasha ,5,1,Yes,0,No education,Participating in a village savings and loan association set up by IMC/HLSS,0,301-500 SSP,7 to 10,IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,Because it is located at the road site,Yes,I normally access during day time ,No,0,Yes,Over 10 times,Below 1km/ 15 min,Any other (Specify),"WGFS, VSLA",Yes,Yes,No,0,Highly satisfied,Because I received them,Yes,So that they get psychosocial support ,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PSTD ,Immediately ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,1,0,1,1,1,1,VSLA ,Signiﬁcantly increased,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,Immediately,To prevent unwanted pregnancy and transmission of STDs ,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,They were involved in SASA and focus groups discussion ,Highly confident,Highly likely,Bhen telling her more about the center for women and girls friendly space ,0,Highly likely,Highly beneficial,Because it where I got empowered ,The discussion about GBV ,No,For moving forward it expect to continue and establish more centres for women and girls and extend the services up to the grassroots people who are also going through GBV 
Valid,Yes,Yes,Yes,Male,Wau,Wau south ,No,Female,25-34,Hai Mutamedia ,4,3,Yes,0,Some secondary,Petty business,0,301-500 SSP,2 to 4,Returnee IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,I was directed by IMC Outreach mobilizer ,Yes,I normally access during day time ,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,Very satisfied because the services are of good quality ,Yes,So that they get psychosocial support and medical assistance ,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PSTD ,Within 72 hours ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,1,0,1,1,1,0,0,Signiﬁcantly increased,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,Immediately,To prevent unwanted pregnancy and transmission of STDs and treat injuries ,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,They were involved in SASA and EMAP activities and focus group discussion ,No change,Highly likely,By referring and telling her more about the center for women and girls friendly space ,0,Highly likely,Highly beneficial,Because I received more information on GBV Prevention ,The discussion about GBV ,No,For moving forward they have to establish more centers for women and girls and extend the services to the nearby villages
Valid,Yes,Yes,Yes,Male,Wau,Wau south ,No,Female,25-34,Hai Mutamedia ,15,3,Yes,0,Completed secondary,Participating in a village savings and loan association set up by IMC/HLSS,0,301-500 SSP,5 to 6,Host community,Urban area,No,0,Outreach activities/ posters,0,Yes,I was directed by my neighbour ,Yes,We normally go together ,No,0,Yes,Over 10 times,Below 1km/ 15 min,Any other (Specify),WGFS and VSLA activities ,Yes,Yes,No,0,Highly satisfied,Because they off good quality,Yes,So they get medical health and psychosocial support ,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PSTD ,Immediately ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Yes,0,0,0,0,1,0,1,1,1,1,VSLA ,Signiﬁcantly increased,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,Immediately,To prevent unwanted pregnancy and transmission of STDs and also to treat injuries ,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,They were involved in in focus groups discussion and SASA And EMAP activities ,Highly confident,Highly likely,By telling her more about the center for women and girls friendly space ,0,Highly likely,Highly beneficial,Because it where I gained more information about GBV ,The discussion about GBV related topics make it very beneficial ,No,Just to continue with providing the services for survivors 
Valid,Yes,Yes,Yes,Male,Wau,Wau South ,No,Female,25-34,Hai Jou ,8,11,Yes,0,Some Primary,Participating in the income generating activity with IMC/HLSS,0,301-500 SSP,5 to 6,Host community,Urban area,No,0,Outreach activities/ posters,0,Yes,Because Markas Jeran is located in our area,Yes,Because it is nearby our home,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,They are very helpful ,Yes,By telling her more about the center for women and girls friendly space ,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PSTD ,Immediately ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,1,1,1,1,IGA Activity ,Signiﬁcantly increased,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,Immediately,To avoid transmission of STDs and prevent unwanted pregnancy ,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,They were engaged in SASA and EMAP activities ,Highly confident,Highly likely,By giving them more information on GBV and refer for further assistance ,0,Highly likely,Highly beneficial,Because we got empowered at the center ,The discussion about GBV related topics and mean if addressing it problems ,Nothing,I thank IMC for the tireless effort in converting negative behaviour into positive and I wish to continue so that they eradicate GBV out from our community 
Valid,Yes,Yes,Yes,Male,Wau,Wau south ,No,Female,25-34,Bazia Jadid ,4,2,Yes,0,Completed primary,Participating in the income generating activity with IMC/HLSS,0,301-500 SSP,5 to 6,Returnee IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,Because I got full information about the GBV survivors centre from the IMC Outreach team ,Yes,I normally access during day time ,No,0,Yes,Over 10 times,Below 1km/ 15 min,Any other (Specify),"WGFS, VSLA and IGA ",Yes,Yes,No,0,Highly satisfied,Because I benefitted from the activities ,Yes,So that they get more information about GBV ,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PSTD ,Within 72 hours ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,1,0,1,1,1,1,IGA and VSLA activities ,Signiﬁcantly increased,1,1,1,1,1,1,0,0,1,0,0,1,0,0,0,Immediately,To avoid transmission of STDs and prevent unwanted pregnancy ,Yes,More willing,WGFS,Very open,Very open,Somewhat open,Agree,They were involved in SASA and EMAP activities ,No change,Highly likely,By telling her more about the services offered at the center for GBV survivors ,0,Highly likely,Highly beneficial,Because all the activities there benefitted women and girls and empowered them to know their rights,The discussion we made together with others women and girls about GBV and how to have a healthy relationship,Nothing,I recommend IMC to establish more centers for women and girls and extend these services to the nearby villages if there are similar project like this
Valid,Yes,Yes,Yes,Male,Wau,Wau south ,No,Female,45 and above,Hai Kosti ,3,6,Yes,0,No education,"Other, please specify",WGFS and VSLA ,301-500 SSP,5 to 6,Returnee IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,I was directed by IMC Outreach mobilizer ,Yes,It is in our resident ,No,0,Yes,Over 10 times,Below 1km/ 15 min,WGFS,0,Yes,Yes,No,0,Highly satisfied,The services offered are off good quality and they are helpful ,Yes,So that they get psychosocial support and medical health ,No,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,PSTD ,Within a period of 72 hours ,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Yes,0,0,0,0,0,0,1,1,1,1,Focus groups discussion and VSLA activities ,Signiﬁcantly increased,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,Immediately,To stop transmission of STDs and prevent unwanted pregnancies,Yes,More willing,WGFS,Very open,Very open,Very open,Agree,In EMAP activities and SASA now men don't agree with other men violence against women and girls ,No change,Highly likely,By referring her to Women and girls friendly space ,0,Highly likely,Highly beneficial,It is where I gained more information about GBV ,The discussion about GBV ,No,"In case there is Similar project , let IMC set more centers for women and girls and increase services like sawing machine,  drill water at the centers, introduce saloon inside women and girls friendly space etc"
Valid,Yes,Yes,Yes,Male,Wau,Hai Kalvario,No,Female,45-44,Hai kalvario,31,12,Yes,0,Some Primary,Farming,0,>500 SSP,5 to 6,Returnee IDP,Urban area,No,0,Outreach activities/ posters,0,Yes,Yes,Yes,Yes is very easy,No,0,Yes,Over 10 times,1 to 5Km / 30-45 min,WGFS,0,Yes,No,No,0,Highly satisfied,I had discussions about GBV,Yes,By referred her,All are good,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Immediately,Within  72hours,Disagree,Disagree,Disagree,Disagree,Disagree,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly agree,Yes,1,1,0,0,0,0,1,1,1,0,0,Signiﬁcantly increased,1,0,1,1,0,1,0,0,1,0,0,1,0,0,0,Within 72 hours,The important of reporting,No,Somewhat willing,Parent,Very open,Very open,Very open,Agree,Through EMAP,Highly confident,Highly likely,Talking to her,0,Somewhat likely,Highly beneficial,Discussions and new skill,I like most the discussions,Yes. The negative thing about the WGFS is the way the women sometimes openly expose their privacy about their spouses among other women making them lose dignity among other women.,Not! really only giving thanks to the IMC for their timely support that they rendered to us in the time when we are in die need of the help and were emotionally drawning From the GBV vices.
Valid,Yes,Yes,Yes,Male,Wau,Wau/inkis,No,Female,45-44,Hai inkis,12,5,Yes,0,Some secondary,Petty business,0,>500 SSP,7 to 10,Returnee IDP,Urban area,No,0,IMC/ HLSS staff,0,No,The distance between my area and centre is far,Yes,On my way to centre nothing but happen ,No,0,Yes,Over 10 times,1 to 5Km / 30-45 min,WGFS,0,Yes,No,No,0,Highly satisfied,Am aware of all from of violence ,Yes,Yes by referred  her to centre ,"Yes,imc can empower  more women and girls",Disagree,Disagree,Disagree,Disagree,I don't have idea,Immediately ,Strongly disagree,Disagree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,0,1,0,0,1,1,1,1,1,0,0,Signiﬁcantly increased,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0,Within 72 hours,I know when and where to reporting ,No,Somewhat willing,Parent,Very open,Not open,Very open,Agree,Good,Highly confident,Highly likely,Referred  ,0,Highly likely,Highly beneficial,Discussions and new skill ,Our discussions and case workers ,No,No
